iso3,location,code_id,lat,lon,people,accuracy,hazard
IND,Murshidabad,2,24.264,88.397,500,ADM2,
CAN,Whatì,7,63.153,-117.234,500,ADM3,Wildfire
IDN,Mempawah,6,0.364,108.961,500,ADM2,Flood
GHA,Tamale,6,9.404,-0.843,500,ADM3,Storm
BDI,Buganda,6,-2.962,29.196,500,ADM3,Flood
USA,Florissant,6,38.789,-90.323,499,ADM3,Storm
BRA,Igarassu,6,-7.793,-34.959,498,ADM2,Storm
MMR,Thaton,6,16.98,97.308,498,ADM3,Flood
SSD,Torit,1,4.41,32.574,498,ADM3,
ZAF,Ngqushwa Local Municipality,6,-33.193,27.182,497,ADM3,Storm
USA,View Park,7,34.0,-118.343,497,ADM3,Wildfire
USA,Prestonsburg,6,37.666,-82.772,496,ADM3,Storm
USA,Glendale,6,43.125,-87.929,495,ADM3,Flood
PER,Kimbiri,6,-12.62,-73.789,495,ADM3,Flood
PHL,Parañaque,6,14.484,121.017,491,ADM3,Flood
PER,Huacaybamba,6,-9.038,-76.953,490,ADM3,Flood
ETH,Gofa,6,6.617,37.15,490,ADM2,Landslide/Wet mass movement
BRA,Abel Figueiredo,6,-4.944,-48.423,488,ADM2,Drought
SLE,Port Loko District,6,8.766,-12.908,487,ADM2,Flood
BRA,Marabá,6,-5.621,-50.064,485,ADM2,Flood
NAM,Etunda,6,-17.418,14.532,484,ADM3,Flood
USA,Coos,6,43.136,-124.106,483,ADM2,Storm
AGO,Babaera,6,-12.111,15.173,482,ADM3,Flood
USA,San Gabriel,7,34.099,-118.109,481,ADM3,Wildfire
PER,Laria,6,-12.561,-75.037,481,ADM3,Flood
MYS,Pokok Sena,6,6.165,100.524,480,ADM2,Flood
NGA,Manya,2,7.307,10.142,480,ADM3,
USA,Duarte,7,34.139,-117.977,480,ADM3,Wildfire
GTM,Río Hondo,6,15.09,-89.603,480,ADM2,Flood
GRC,Λαγόποδο,7,37.754,20.812,478,ADM3,Wildfire
PER,Cachicadán,6,-8.095,-78.149,478,ADM3,Flood
USA,Santa Clarita,7,34.413,-118.554,478,ADM3,Wildfire
PER,Andabamba,6,-12.694,-74.624,477,ADM3,Flood
USA,Wauwatosa,6,43.049,-88.008,477,ADM3,Flood
GHA,Agavedzi,6,6.005,1.043,477,ADM3,Storm surge
BRA,Tartarugalzinho,6,1.263,-51.11,476,ADM2,Flood
CAF,Basse-Kotto,1,4.96,21.354,476,ADM1,
MYS,Nabawan,6,5.097,116.431,475,ADM3,Flood
IDN,Ngamprah,6,-6.838,107.517,475,ADM2,Landslide/Wet mass movement
BRA,Senador José Porfírio,6,-4.001,-51.784,475,ADM2,Storm
PER,Ccatca,6,-13.605,-71.564,474,ADM3,Dry mass movement
SOM,Galdogob,6,7.039,47.222,472,ADM2,Drought
BRA,Pitangueiras,6,-23.192,-51.568,472,ADM2,Storm
MEX,Guadalupe y Calvo,2,26.124,-106.909,470,ADM3,
NER,Akasou,1,14.616,4.419,469,ADM3,
BRA,Ibiam,6,-27.209,-51.222,469,ADM2,Flood
BGD,Godagari,6,24.458,88.329,469,ADM3,Erosion
USA,Kiowa,7,34.863,-98.965,468,ADM2,Wildfire
USA,Jackson,6,37.553,-83.382,468,ADM3,Storm
PER,Aguas Verdes,6,-3.482,-80.246,467,ADM3,Flood
COL,Santa Rosalía,6,5.022,-70.66,466,ADM2,Flood
PER,Santa Cruz,6,-5.513,-75.859,464,ADM3,Flood
IDN,Ciamis,6,-7.327,108.353,463,ADM2,Flood
SSD,Imurok,1,4.198,32.382,462,ADM3,
USA,Montrose,7,34.207,-118.225,461,ADM3,Wildfire
USA,Bassfield,6,31.497,-89.74,461,ADM3,Storm
NGA,Bakiyawa,6,12.897,7.446,460,ADM3,Mixed disasters
CMR,Ngouma,1,12.623,14.299,460,?,
BRA,Anapu,6,-3.886,-51.338,458,ADM2,Drought
USA,Jackson,7,42.5,-122.756,458,ADM2,Wildfire
USA,Edcouch,6,26.294,-97.961,457,ADM3,Flood
NGA,Bita Izge,1,11.162,13.367,457,ADM3,
GRC,Karavados,7,35.081,25.34,456,ADM3,Wildfire
NGA,Bangshika,1,10.199,12.991,456,ADM3,
PER,Jesús,6,-10.078,-76.632,456,ADM3,Flood
ETH,Wolayita,6,6.849,37.705,456,ADM2,Landslide/Wet mass movement
MDG,Vohibato,6,-21.057,47.437,455,ADM3,Flood
PER,Inahuaya,6,-7.117,-75.265,453,ADM3,Flood
COL,Supía,6,5.435,-75.673,452,ADM2,Flood
BOL,Viacha,6,-16.651,-68.298,452,ADM3,Flood
FRA,Marseille,7,43.294,5.449,450,ADM3,Wildfire
NER,Guidan Kadji,1,13.217,12.049,450,ADM3,
BRA,Porto Acre,6,-9.65,-67.777,450,ADM2,Flood
TCD,Fourkoulom,1,13.443,14.343,450,?,
CMR,Meme,1,4.662,9.394,450,ADM2,
USA,Hot Springs,7,43.77,-108.601,450,ADM2,Wildfire
GTM,Municipio de Atescatempa,6,14.171,-89.729,449,ADM2,Earthquake
MYS,Segamat District,6,2.5,102.816,448,ADM3,Flood
MYS,Temerloh,6,3.448,102.418,448,ADM3,Flood
BRA,Dom Feliciano,6,-30.614,-52.193,448,ADM2,Storm
LKA,Kalutara District,6,6.575,80.029,448,ADM2,Flood
IDN,Deli Serdang,6,3.695,98.831,448,ADM2,Tornado
PER,Angasmarca,6,-8.133,-78.056,447,ADM3,Flood
USA,Polk,7,35.291,-82.177,447,ADM2,Wildfire
VEN,Mérida,6,8.449,-71.315,446,ADM1,Flood
USA,Reseda,7,34.201,-118.536,446,ADM3,Wildfire
USA,Castaic,7,34.489,-118.623,445,ADM3,Wildfire
CHN,Xixia County,6,33.447,111.311,445,ADM2,Flood
BRA,Itajuípe,6,-14.692,-39.429,445,ADM2,Storm
NGA,Darini Magaji Abu,6,12.938,7.195,444,ADM3,Mixed disasters
ETH,West Harerghe,1,8.682,40.631,443,ADM2,
BRA,Goianésia do Pará,6,-3.949,-48.874,442,ADM2,Storm
ESP,Móstoles,6,40.32,-3.893,442,ADM3,Flood
MYS,Mukah Division,6,2.893,112.091,440,ADM3,Flood
CMR,Mayo-Kani,1,10.291,14.459,439,ADM2,
GRC,Metaxa,7,38.179,20.488,439,?,Wildfire
PER,Vargas Guerra,6,-6.977,-74.958,439,ADM3,Flood
PHL,Nabas,6,11.894,122.045,439,ADM3,Flood
MYS,Sipitang,6,5.076,115.55,438,ADM3,Flood
USA,Greendale,6,42.941,-87.996,437,ADM3,Flood
MNG,Erdene,6,44.021,97.41,436,ADM2,Sand/dust storm
IDN,Bima,2,-8.454,118.728,436,ADM2,
GTM,Tactic,6,15.298,-90.343,436,ADM2,Flood
BRA,Viana,6,-20.391,-40.497,435,ADM2,Storm
USA,Sullivan City,6,26.278,-98.564,435,ADM3,Flood
SDN,Al Fasher,6,13.315,25.385,435,ADM3,Flood
MYS,Port Dickson,6,2.523,101.795,433,ADM3,Flood
PER,Yuyapichis,6,-9.757,-75.287,433,ADM3,Flood
MYS,Kuala Krai,6,5.429,102.178,433,ADM2,Flood
BRA,Baía da Traição,6,-6.663,-34.973,432,ADM2,Flood
PER,Río Tambo,6,-11.56,-73.784,432,ADM3,Flood
PER,Urpay,6,-8.348,-77.389,432,ADM3,Flood
USA,Alhambra,7,34.093,-118.127,432,ADM3,Wildfire
SSD,Eastern Equatoria,2,4.768,33.438,430,ADM1,
USA,Kwigillingok,6,59.864,-163.134,429,ADM3,Flood
GRC,Vasileonoiko,7,38.329,26.111,429,ADM3,Wildfire
IRQ,Basra,6,30.199,47.568,426,ADM1,Drought
PHL,Kabankalan,6,9.891,122.855,426,ADM3,Flood
ETH,Gardula Awraja,0,5.667,37.333,425,ADM2,
PNG,Finschhafen District,2,-6.417,147.5,425,ADM2,
ARG,El Bolsón,7,-41.969,-71.532,425,ADM3,Wildfire
SOM,Kismayo,0,-0.358,42.545,425,ADM2,
PHL,Mawab,6,7.508,125.921,425,ADM3,Flood
BRA,Pracuúba,6,1.671,-51.245,425,ADM2,Flood
NGA,Zango,2,12.001,7.244,424,ADM3,
MYS,Kinabatangan,6,5.589,117.847,424,ADM3,Flood
SOM,Xudur,0,4.189,43.906,423,ADM2,
USA,Hawthorne,7,33.916,-118.353,422,ADM3,Wildfire
BRA,Garrafão do Norte,6,-2.215,-47.117,421,ADM2,Storm
UGA,Bunambutye,6,1.4,34.35,420,ADM3,Flood
BRA,Santana do Paraíso,6,-19.38,-42.541,420,ADM2,Storm
NER,Goudoumaria,1,13.71,11.188,420,ADM3,
MYS,Tanah Merah,6,5.723,102.039,419,ADM2,Flood
USA,Manchester,6,37.154,-83.762,419,ADM3,Storm
PER,District of San Juan de la Virgen,6,-3.646,-80.404,419,ADM3,Flood
PER,Samán,6,-15.294,-70.027,419,ADM3,Flood
NGA,Avihijime,1,7.515,8.112,418,ADM3,
PER,La Morada,6,-8.795,-76.249,418,ADM3,Flood
PER,Pazos,6,-12.259,-75.07,417,ADM3,Flood
USA,Leedey,7,35.869,-99.345,415,ADM3,Wildfire
PER,La Merced,6,-9.735,-77.616,415,ADM3,Flood
CAN,Small Point - Broad Cove - Blackhead - Adams,7,47.848,-53.129,414,ADM3,Wildfire
COL,Villa del Rosario,6,7.758,-72.482,413,ADM2,Storm
BDI,Mutambara,6,-4.016,29.462,413,ADM3,Flood
GRC,Pissonas,7,38.526,23.719,413,ADM3,Wildfire
GTM,Concepción Las Minas,6,14.489,-89.45,412,ADM2,Flood
BRA,Rio Grande,6,-32.217,-52.407,412,ADM2,Flood
NGA,Chibok Wuntaku,1,10.88,12.794,411,ADM3,
USA,Agency Village,6,45.563,-97.065,411,ADM3,Flood
AGO,Dundo,6,-7.375,20.834,410,ADM3,Flood
MNG,Ulaanbaatar,6,47.95,106.967,410,ADM1,Storm surge
NGA,Rigange primary heath center,1,9.574,11.761,410,ADM3,
UKR,Mykolaiv,1,46.933,32.002,410,ADM3,
NGA,Waduku,1,9.505,11.654,409,ADM3,
SSD,Nyuak,2,7.103,31.376,408,ADM3,
NER,Goudoumaria,1,13.711,11.188,408,ADM3,
BRA,Muniz Freire,6,-20.423,-41.426,408,ADM2,Storm
USA,Waukesha,6,43.012,-88.232,407,ADM3,Flood
USA,Canyon Country,7,34.424,-118.472,407,ADM3,Wildfire
USA,Hales Corners,6,42.938,-88.049,407,ADM3,Flood
COL,Magangué,6,9.125,-74.78,406,ADM2,Flood
IDN,Kendari,6,-3.994,122.547,406,ADM2,Flood
USA,Porter Ranch,7,34.282,-118.55,406,ADM3,Wildfire
BRA,Arroio dos Ratos,6,-30.212,-51.73,406,ADM2,Storm
BRA,Barra do Corda,6,-5.558,-45.288,405,ADM2,Erosion
SYR,Daraa,1,32.828,36.11,405,ADM1,
BRA,São Pedro da Água Branca,6,-5.161,-48.361,405,ADM2,Storm
PER,Capacmarca,6,-14.007,-72.003,404,ADM3,Flood
COL,Morales,6,8.252,-73.973,402,ADM2,Flood
USA,Coyle,7,35.955,-97.238,402,ADM3,Wildfire
GBR,Stockport,6,53.391,-2.125,400,ADM3,Flood
BRA,Apuí,6,-7.789,-59.341,400,ADM2,Flood
NER,Diffa ديفا,1,13.313,12.614,400,ADM3,
BRA,São Miguel dos Milagres,6,-9.254,-35.384,400,ADM2,Flood
USA,Honolulu,7,21.494,-157.989,400,ADM2,Wildfire
MEX,Rincón de Alcaparrosa,2,17.447,-99.696,400,ADM3,
USA,Magnolia,6,31.143,-90.459,400,ADM3,Storm
PNG,Morobe Province,2,-6.428,147.309,400,ADM1,
ESP,Carucedo,7,42.485,-6.792,400,ADM3,Wildfire
ESP,Beceite / Beseit,7,40.806,0.196,400,ADM3,Wildfire
BRA,Riachão do Jacuípe,6,-11.846,-39.381,400,ADM2,Storm
GTM,Santa Catalina la Tinta,6,15.25,-89.831,398,ADM2,Flood
BRA,Petrópolis,6,-22.505,-43.179,398,ADM2,Cold wave
MYS,Samarahan Division,6,1.468,110.482,398,?,Flood
NER,Tondikiré,1,13.695,3.034,397,ADM3,
SOM,Balcad,0,2.488,45.659,397,ADM2,
BDI,Kinama,6,-3.325,29.378,396,ADM3,Flood
SLV,Atiquizaya,6,13.974,-89.755,396,ADM2,Earthquake
CAF,Bouca,1,6.509,18.276,395,ADM2,
CAN,Western Bay,7,47.899,-53.073,395,ADM3,Wildfire
LKA,Kandawalai,6,9.467,80.485,394,ADM3,Flood
VEN,Trujillo,6,9.572,-70.536,394,ADM1,Flood
IND,Jammu and Kashmir,6,33.976,76.502,394,ADM1,Flood
PHL,Abra de Ilog,1,13.39,120.726,393,ADM3,
BRA,Embu das Artes,6,-23.647,-46.854,393,ADM2,Storm
USA,Clarksville,6,36.53,-87.359,393,ADM3,Storm
NIC,South Atlantic Autonomous Region,6,12.075,-84.146,393,ADM1,Flood
PER,Santo Tomás,6,-14.45,-72.082,392,ADM3,Flood
GRC,Keri,7,37.661,20.816,392,ADM3,Wildfire
PER,Iquitos,6,-3.749,-73.244,391,ADM3,Flood
GTM,Municipio de Escuintla,6,14.303,-90.789,391,ADM2,Flood
NGA,Mbasombo,2,7.55,8.506,390,ADM3,
BRA,Medeiros Neto,6,-17.39,-40.276,390,ADM2,Storm
USA,Whitesburg,6,37.118,-82.827,389,ADM3,Storm
IDN,Mbay,6,-8.567,121.265,389,ADM2,Flood
BRA,Caiana,6,-20.731,-41.9,388,ADM2,Storm
COL,Puerto Guzmán,6,0.73,-75.906,388,ADM2,Flood
GTM,Playa Grande Ixcán,6,15.987,-90.781,387,ADM2,Flood
PHL,Toboso,1,10.717,123.514,387,ADM3,
BRA,Nova Esperança do Piriá,6,-2.454,-46.974,387,ADM2,Storm
USA,Tennessee,6,35.83,-86.318,386,ADM1,Flood
IDN,Jakarta Barat,6,-6.162,106.744,386,ADM2,Flood
SOM,Caluula,0,11.667,50.793,386,ADM2,
MYS,Jalan Penampang,6,5.936,116.085,386,ADM2,Flood
YEM,Shabwah Governorate,1,14.798,46.809,385,ADM1,
ETH,Welkite Gurage,1,7.641,37.885,385,?,
MWI,Kasungu,6,-12.992,33.468,385,ADM1,Flood
SDN,Um Dukhan,6,11.138,22.964,385,ADM3,Flood
GTM,Municipio de Guazacapán,6,14.018,-90.434,385,ADM2,Flood
PER,Chupa,6,-15.106,-69.987,384,ADM3,Flood
IND,Rajasthan,6,26.631,73.825,384,ADM1,Flood
PER,Huayllay Grande,6,-12.942,-74.702,384,ADM3,Flood
NGA,Mbawa,2,8.054,8.605,383,ADM3,
GTM,Masagua,6,14.103,-90.816,382,ADM2,Flood
USA,Kentucky,6,37.824,-84.729,382,ADM1,Storm
NGA,Shough,2,7.542,8.644,382,ADM3,
GRC,Lithi,7,38.331,26.0,382,ADM3,Wildfire
NGA,Nassarawo,6,9.45,12.733,382,ADM3,Flood
COL,Orocué,6,4.922,-71.597,381,ADM2,Flood
USA,Earle,6,35.271,-90.466,380,ADM3,Flood
NGA,Isa,1,13.213,6.372,380,ADM3,
BRA,Parobé,6,-29.671,-50.857,380,ADM2,Storm
BRA,Portel,6,-2.659,-50.854,380,ADM2,Storm
ESP,Jabugo,7,37.91,-6.744,380,ADM3,Wildfire
USA,West Point,6,37.999,-85.952,379,ADM3,Storm
MYS,Samarahan Division,6,1.468,110.482,379,ADM3,Flood
PER,Anchonga,6,-12.913,-74.691,377,ADM3,Flood
USA,Prospect,6,38.346,-85.605,377,ADM3,Storm
USA,Gardena,7,33.888,-118.309,377,ADM3,Wildfire
MYS,Song,6,2.008,112.552,377,ADM3,Flood
PHL,Kidapawan City,2,7.042,125.093,376,ADM3,
USA,Pink,7,35.225,-97.098,375,ADM3,Wildfire
HND,Ocotepeque,6,14.476,-89.037,375,ADM1,Dry mass movement
VNM,Son La province,6,21.3,104.139,375,ADM1,Flood
USA,Velma,7,34.454,-97.668,375,ADM3,Wildfire
PER,Distrito de Ayabaca,6,-4.685,-79.645,374,ADM3,Flood
MMR,Kamma Township,6,19.015,94.891,373,ADM3,Flood
BRA,Goioxim,6,-25.095,-52.008,372,ADM2,Flood
NGA,Kurami Yankwani,6,11.579,7.363,372,ADM3,Mixed disasters
COL,San José del Guaviare,6,2.554,-72.075,371,ADM2,Flood
YEM,Al Jawf Governorate,1,16.596,45.599,371,ADM1,
BRA,Santarém Novo,6,-0.928,-47.4,370,ADM2,Storm
SOM,Garbahaarey,0,3.206,42.359,370,ADM2,
USA,Brownsville,6,25.902,-97.498,370,ADM3,Flood
MOZ,Macate,6,-19.417,33.513,370,ADM3,Flood
CAN,Ojibway Lake,7,45.6,-78.169,370,?,Wildfire
BWA,Central District,6,-21.479,26.215,370,ADM1,Flood
CMR,Gouroum,1,10.523,14.49,370,ADM3,
USA,Shelbiana,6,37.425,-82.493,369,ADM3,Storm
CAN,Drummondville,6,45.895,-72.519,368,ADM3,Flood
NGA,Madagali,1,10.889,13.628,367,ADM3,
GRC,Κάμπος,7,36.938,22.203,367,ADM3,Wildfire
UKR,Kupiansk Raion,1,49.675,37.834,366,ADM2,
USA,Torrance,7,33.837,-118.341,366,ADM3,Wildfire
GRC,Dafnonas,7,38.347,26.08,366,ADM3,Wildfire
LBN,Qada Rashayya,1,33.535,35.843,365,ADM2,
SOM,Tayeeglow,6,3.836,44.529,365,ADM2,Drought
GTM,San Pedro Pinula,6,14.663,-89.846,364,ADM2,Flood
USA,Jenkins,6,37.173,-82.631,364,ADM3,Storm
USA,Grand Junction,6,35.049,-89.187,364,ADM3,Storm
NGA,Ondo,6,6.819,4.863,363,ADM1,Flood
PER,Paimas,6,-4.627,-79.945,363,ADM3,Flood
SSD,Kuerenge,1,8.52,33.082,363,ADM3,
PER,Vilcas Huamán,6,-13.648,-73.874,362,ADM3,Flood
MMR,Nyaungdon,6,17.033,95.685,361,ADM3,Landslide/Wet mass movement
BRA,Cairu,6,-13.527,-38.948,360,ADM2,Storm
MEX,Teocaltiche,2,21.482,-102.52,360,ADM3,
BRA,Jacundá,6,-4.569,-49.223,360,ADM2,Storm
PER,Yanahuanca,6,-10.491,-76.516,359,ADM3,Dry mass movement
URY,Paysandú,6,-32.024,-57.215,358,ADM1,Flood
BRA,Turilândia,6,-2.124,-45.347,357,ADM2,Flood
PER,Yacus,6,-9.986,-76.505,357,ADM3,Flood
USA,Carson,7,33.832,-118.252,357,ADM3,Wildfire
SSD,Ifwotu,1,4.165,32.547,357,ADM3,
BRA,Palhoça,6,-27.802,-48.659,356,ADM2,Storm
MYS,Mersing,6,2.431,103.835,356,ADM3,Flood
PER,Paucará,6,-12.727,-74.715,355,ADM3,Flood
USA,Pomona,7,34.055,-117.752,355,ADM3,Wildfire
ARG,Palo Santo,6,-24.208,-61.848,354,?,Storm
TLS,Dili,6,-8.399,125.624,354,ADM1,Flood
ARG,Salta,7,-24.792,-65.431,354,?,Wildfire
USA,Kermit,6,37.844,-82.409,354,ADM3,Storm
NGA,"Karim ""B""",2,9.31,11.264,354,ADM3,
USA,Windsor Hills,7,33.991,-118.35,353,ADM3,Wildfire
MEX,Moris,2,28.165,-108.755,353,ADM3,
MEX,Los Lagos (Predio el Mirador),2,19.032,-102.39,352,?,
MYS,Lawas,6,4.86,115.408,352,ADM3,Flood
USA,Lyford,6,26.412,-97.79,352,ADM3,Flood
BRA,Buriticupu,6,-4.52,-46.377,352,ADM2,Erosion
BRA,Curuá,6,-1.738,-55.115,350,ADM2,Flood
CYP,Ayios Amvrosios,7,34.781,32.827,350,ADM3,Wildfire
BRA,Porto de Moz,6,-2.135,-52.596,350,ADM2,Storm
PER,Huancané,6,-15.204,-69.761,349,ADM3,Flood
SOM,Qandala,6,11.472,49.873,349,ADM2,Drought
MDG,Atsinanana,6,-18.977,48.875,348,ADM1,Storm
MEX,Ahome,6,25.924,-109.208,348,ADM3,Flood
NGA,Ityuluv,2,7.615,9.523,346,ADM3,
MYS,Klang,6,3.043,101.45,346,ADM2,Flood
PER,Río Santiago,6,-3.754,-77.918,346,ADM3,Storm
MMR,Hlaingbwe Township,6,17.261,97.905,346,ADM3,Flood
NGA,Garha,2,10.4,12.89,346,ADM3,
MYS,Gua Musang,6,5.003,101.975,345,ADM2,Flood
USA,Chatsworth,7,34.257,-118.597,345,ADM3,Wildfire
GRC,Legrena,7,37.667,23.995,345,ADM3,Wildfire
NGA,Dille / Huyum,1,10.764,13.197,345,ADM3,
GTM,Municipio de Sayaxché,6,16.332,-90.163,344,ADM2,Flood
USA,Taylorsville,6,31.83,-89.428,344,ADM3,Storm
CAF,Carnot,1,4.944,15.876,344,ADM2,
MEX,Chinicuila,2,18.747,-103.39,344,ADM3,
PHL,Milagros,1,12.218,123.509,343,ADM3,
CAF,Nana-Outa,1,7.196,18.918,343,ADM3,
NGA,Otobi,2,7.103,8.07,342,ADM3,
RUS,Tyrnyauz,6,43.396,42.919,342,ADM3,Landslide/Wet mass movement
GRC,Faraklata,7,38.202,20.522,342,ADM3,Wildfire
USA,War,6,37.301,-81.691,342,ADM3,Storm
NGA,Ogwule Ogbaulu,2,7.866,7.72,342,ADM3,
USA,Oregon,6,44.142,-120.554,341,ADM1,Flood
BRA,Taquara,6,-29.663,-50.764,340,ADM2,Storm
AGO,Banga,6,-8.729,15.169,340,ADM3,Flood
CAF,Djemah,1,6.041,25.314,340,ADM2,
SOM,Gaalkacyo,0,6.77,47.431,340,ADM2,
PER,Teniente César López Rojas,6,-5.943,-75.786,339,ADM3,Flood
NGA,Shikarkir,1,10.772,12.748,339,ADM3,
IDN,Siak Regency,6,0.828,101.846,338,ADM2,Flood
ESP,Larouco,7,42.36,-7.165,337,ADM3,Wildfire
MYS,Papar,6,5.734,115.932,337,ADM3,Flood
SSD,Puolchuol,1,8.131,31.955,336,ADM3,
UGA,Paicho,7,2.896,32.451,336,ADM3,Wildfire
KEN,Laikipia,6,0.286,36.826,334,ADM1,Flood
VNM,Lao Cai province,6,22.361,104.158,334,ADM1,Landslide/Wet mass movement
USA,West Hills,7,34.208,-118.632,333,ADM3,Wildfire
IDN,Jakarta Selatan,6,-6.284,106.805,333,ADM2,Flood
USA,Somerset,6,37.092,-84.604,333,ADM3,Storm
USA,Shepherdsville,6,37.989,-85.716,332,ADM3,Storm
MYS,Sebauh,6,3.118,113.265,330,ADM3,Flood
GTM,Coatepeque,6,14.704,-91.864,330,ADM2,Flood
BRA,Pedro do Rosário,6,-2.974,-45.452,330,ADM2,Storm
MMR,Paung,6,16.619,97.456,329,ADM3,Storm
MEX,Chiapas,6,16.257,-92.247,327,ADM1,Flood
BOL,Municipio Cairoma,6,-16.837,-67.597,325,ADM3,Hailstorm
COL,Piamonte,6,1.193,-76.335,325,ADM2,Flood
BDI,Gihanga,6,-3.185,29.302,324,ADM3,Flood
SSD,Lessi,1,5.882,30.302,324,ADM3,
IRQ,Wasit,1,32.694,45.685,324,ADM1,
TJK,Tojikobod District,6,39.073,70.905,323,ADM2,Earthquake
PER,Anta,6,-12.812,-74.639,322,ADM3,Flood
RUS,Rostov-on-Don,1,47.261,39.725,322,ADM2,
USA,Bowling Green,6,36.99,-86.444,321,ADM3,Storm
NGA,Birnin Magaji,2,12.166,5.302,321,ADM3,
BOL,Municipio Nuestra Señora de La Paz,6,-16.176,-68.092,321,ADM3,Landslide/Wet mass movement
VEN,Orinoco,6,7.982,-63.961,320,?,Flood
SDN,Katayla,6,11.194,24.397,320,ADM3,Flood
BRA,Breu Branco,6,-3.733,-49.371,320,ADM2,Storm
ESP,Aliseda,7,39.407,-6.703,320,ADM3,Wildfire
GRC,Armolia,7,38.252,26.032,320,ADM3,Wildfire
GTM,Santa Bárbara,6,14.479,-91.259,319,ADM2,Flood
ITA,Versa,6,45.9,13.417,319,ADM3,Flood
IDN,Kupang,6,-10.163,123.602,319,ADM2,Flood
PER,Tabaconas,6,-5.316,-79.283,318,ADM3,Flood
COL,Riosucio,6,5.424,-75.704,318,ADM2,Landslide/Wet mass movement
BRA,São João do Araguaia,6,-5.443,-48.749,316,ADM2,Storm
NGA,Gulak,1,10.806,13.458,316,ADM3,
IDN,Lumajang,6,-8.135,113.224,316,ADM2,Volcanic activity
MYS,Miri Division,6,4.0,114.0,315,ADM3,Landslide/Wet mass movement
NGA,Isambe/Mbasev,1,7.512,8.243,315,ADM3,
BDI,Kiramira,6,-2.823,29.16,314,ADM3,Flood
USA,Lovely,6,37.826,-82.401,314,ADM3,Storm
COL,Pinillos,6,8.824,-74.381,314,ADM2,Flood
USA,Whittier,7,33.975,-118.034,314,ADM3,Wildfire
PER,Baños,6,-10.076,-76.736,314,ADM3,Flood
USA,Sebastian,6,26.343,-97.79,313,ADM3,Flood
BDI,Buganda,6,-2.975,29.202,313,ADM3,Flood
BRA,Ponta Grossa,6,-25.144,-50.074,313,ADM2,Hailstorm
USA,Tuntutuliak,6,60.343,-162.663,312,ADM3,Flood
NGA,Dejina/Fukurti,1,12.903,12.323,312,ADM3,
PHL,Don Carlos,6,7.684,124.995,312,ADM3,Flood
BRA,Pindaré-Mirim,6,-3.625,-45.394,312,ADM2,Flood
IDN,Sragen Regency,6,-7.39,110.958,311,ADM2,Flood
PER,Santo Domingo de Capillas,6,-13.737,-75.244,311,ADM3,Flood
PHL,Tulunan,6,6.831,124.873,310,ADM3,Flood
GTM,La Democracia,6,14.165,-90.928,310,ADM2,Flood
MLI,Koulikoro,6,13.482,-7.609,309,ADM1,Flood
GRC,Ancient Nemea,7,37.807,22.706,308,ADM3,Wildfire
IDN,Pohuwato,6,0.485,121.922,308,ADM2,Flood
NGA,Garha,6,10.4,12.89,307,ADM3,Flood
PER,Monzón,6,-9.28,-76.396,307,ADM3,Flood
IDN,Gorontalo,6,0.538,123.06,306,ADM2,Flood
NGA,Guni,2,9.798,6.945,306,ADM3,
BFA,Dori,1,14.031,-0.029,306,ADM3,
PHL,Tupi,6,6.331,124.951,305,ADM3,Flood
GTM,San Cristóbal Verapaz,6,15.383,-90.576,305,ADM2,Hailstorm
PER,La Merced,6,-12.788,-74.359,304,ADM3,Flood
COL,Cotorra,6,9.057,-75.779,304,ADM2,Flood
PHL,Pototan,6,10.942,122.636,304,ADM3,Flood
ISR,South District,0,30.674,34.88,304,ADM1,
IDN,Padang Lawas,6,1.157,99.811,303,ADM2,Flood
USA,Town of West Bend,6,43.398,-88.246,303,ADM3,Flood
USA,Los Angeles County,7,34.316,-118.21,303,ADM3,Wildfire
VNM,Hanoi,6,20.975,105.676,303,ADM1,Mixed disasters
PER,Nauta,6,-4.506,-73.58,301,ADM3,Erosion
SOM,Ceel Barde,0,4.674,43.998,301,ADM2,
UKR,Chernihiv Oblast,1,51.362,31.836,301,ADM1,
NGA,Nasarawa,6,10.28,11.197,301,ADM3,Mixed disasters
ARG,Carhué,6,-37.179,-62.757,300,?,Flood
MEX,Tanquián,6,21.981,-98.995,300,ADM3,Flood
MEX,Las Malvinas,7,25.797,-100.295,300,?,Wildfire
BEN,Tanguièta,2,10.966,1.42,300,ADM3,
CHE,Blatten,6,46.444,7.857,300,ADM3,Landslide/Wet mass movement
IDN,Pidie,6,5.114,95.941,300,ADM2,Flood
AUS,Djarindjin,6,-16.515,122.896,300,?,Typhoon/Hurricane/Cyclone
PRT,Covanca,7,40.186,-7.824,300,ADM3,Wildfire
CIV,Téhini,2,9.607,-3.658,300,ADM3,
BRA,Itaqui,6,-29.17,-56.064,300,ADM2,Flood
BRA,Quedas do Iguaçu,6,-25.432,-52.983,300,ADM2,Storm
BRA,Rio Branco,6,-15.24,-58.115,300,ADM2,Flood
BRA,Videira,6,-27.034,-51.102,300,ADM2,Hailstorm
IRQ,Wasit,6,32.734,45.755,300,ADM1,Drought
BDI,Rugajo,6,-2.74,29.115,300,ADM3,Flood
BRA,Arame,6,-5.032,-45.863,300,ADM2,Storm
IDN,Pesawaran,6,-5.478,105.009,299,ADM2,Flood
IDN,Semarang,6,-7.023,110.385,299,ADM3,Flood
