iso3,location,code_id,lat,lon,people,accuracy,hazard
IRN,Mazandaran Province,1,36.403,52.369,6000000,ADM1,
IRN,Gilan Province,1,37.512,49.355,4000000,ADM1,
PAK,Punjab,6,30.863,72.319,2819767,ADM2,Flood
PHL,Bicol Region,6,13.101,123.523,2603960,ADM1,Typhoon/Hurricane/Cyclone
PSE,Gaza Strip,1,31.433,34.378,2563070,?,
CHN,Guangdong Province,6,23.136,113.198,2130629,ADM1,Typhoon/Hurricane/Cyclone
CHL,Chile,6,-36.839,-72.459,1500000,AM0,Tsunami
PHL,Western Visayas,6,10.673,122.723,1386082,ADM1,Flood
PHL,Central Visayas,6,10.264,123.869,1063063,ADM1,Typhoon/Hurricane/Cyclone
PHL,Calabarzon,6,14.164,121.354,1014707,ADM1,Typhoon/Hurricane/Cyclone
IDN,Aceh,6,3.867,96.543,994771,ADM1,Typhoon/Hurricane/Cyclone
PHL,Negros Island Region,6,10.021,122.977,806895,ADM1,Typhoon/Hurricane/Cyclone
CUB,Cuba,6,21.555,-80.114,735000,AM0,Typhoon/Hurricane/Cyclone
SDN,North Darfur State,1,15.849,25.504,713497,ADM1,
PHL,Mimaropa,6,13.015,121.406,700814,ADM1,Typhoon/Hurricane/Cyclone
KHM,Banteay Meanchey,1,13.799,102.886,684220,ADM1,
COD,Goma,1,-1.656,29.202,658673,ADM2,
COD,Lubero,1,-0.062,28.754,621174,ADM2,
COD,Uvira,1,-3.198,29.007,611115,ADM2,
MMR,Myanmar,1,18.994,95.457,572538,AM0,
PHL,Cagayan Valley,6,17.677,121.889,530277,ADM1,Typhoon/Hurricane/Cyclone
PHL,Caraga,6,9.247,125.856,517529,ADM1,Typhoon/Hurricane/Cyclone
MOZ,Cabo Delgado,6,-12.31,39.417,492825,ADM1,Typhoon/Hurricane/Cyclone
COD,Walikale,1,-1.073,27.975,484143,ADM2,
THA,Sa Kaeo Province,1,13.673,102.283,439652,ADM1,
PHL,Central Luzon,6,15.391,120.686,437253,ADM1,Typhoon/Hurricane/Cyclone
PHL,Ilocos Region,6,17.201,120.47,426167,ADM1,Typhoon/Hurricane/Cyclone
PHL,Eastern Visayas,6,11.328,124.998,408578,ADM1,Typhoon/Hurricane/Cyclone
COD,Rutshuru,1,-1.187,29.446,403137,ADM2,
VNM,Gia Lai Province,6,13.8,108.138,367933,ADM1,Mixed disasters
COD,Walungu,1,-2.771,28.6,326463,ADM2,
COD,Kalehe,1,-2.052,28.569,311789,ADM2,
CHN,Shanghai,6,31.232,121.469,283000,ADM1,Typhoon/Hurricane/Cyclone
JAM,Jamaica,6,17.74,-77.197,279000,AM0,Typhoon/Hurricane/Cyclone
COD,Kabare,1,-2.409,28.75,264675,ADM2,
HTI,Centre Department,2,19.009,-72.016,258135,ADM1,
AFG,Afghanistan,6,33.934,65.204,252815,AM0,Drought
COD,Masisi,1,-1.397,28.817,249287,ADM2,
COL,Colombia,2,4.216,-72.771,234467,AM0,
SYR,As-Suwayda,1,32.771,36.878,233446,ADM1,
MMR,Naypyitaw,6,20.281,96.266,225246,ADM1,Earthquake
COD,Djugu,1,1.875,30.393,220720,ADM2,
THA,Narathiwat Province,6,6.302,101.762,219000,ADM1,Flood
COD,Fizi,0,-4.27,28.881,211625,ADM2,
PHL,Metro Manila,6,14.567,120.978,211226,ADM1,Typhoon/Hurricane/Cyclone
CHN,Hainan,6,19.005,109.669,206256,ADM1,Typhoon/Hurricane/Cyclone
MOZ,Cabo Delgado,1,-12.31,39.417,206041,ADM1,
COD,Kirotshe,1,-1.613,29.031,200000,ADM3,
COD,Bukavu,1,-2.506,28.859,200000,ADM2,
HTI,Département de l'Ouest,2,18.618,-72.18,194356,ADM1,
IDN,Sungai Maros,6,-5.005,119.561,185279,ADM2,Flood
PAK,Sindh,6,26.007,68.773,184011,ADM2,Flood
COD,Kitembo,1,-1.642,29.072,178000,ADM3,
PHL,Negros Island Region,6,10.676,122.951,173608,ADM3,Typhoon/Hurricane/Cyclone
MOZ,Nampula,6,-15.172,39.112,166576,ADM1,Typhoon/Hurricane/Cyclone
SDN,Khartoum,1,15.552,32.532,163890,ADM1,
COD,Manguredjipa,1,0.353,28.765,162000,ADM3,
AFG,Kandahar,1,30.991,65.707,160800,ADM1,
COL,Colombia,1,4.216,-72.771,159639,AM0,
HTI,Artibonite Department,2,19.337,-72.492,158723,ADM1,
USA,Los Angeles,7,34.054,-118.243,154960,ADM3,Wildfire
SDN,Al Jazirah,1,14.667,33.222,154815,ADM1,
PAK,Bājaur Agency,1,34.833,71.5,152000,ADM2,
COD,Bapere,1,0.264,28.439,151034,ADM3,
PHL,Zamboanga Peninsula,6,7.773,122.756,150598,ADM1,Typhoon/Hurricane/Cyclone
SSD,Warrap,2,8.281,28.665,148000,ADM1,
COD,Fataki,1,1.989,30.585,141000,ADM3,
SDN,Khartoum State,1,15.938,33.137,140995,ADM1,
CHN,Shigatse,6,29.558,86.528,139000,ADM3,Earthquake
HTI,Sud Department,2,18.227,-73.882,135706,ADM1,
PHL,Negros Island Region,6,10.676,122.951,133588,ADM1,Typhoon/Hurricane/Cyclone
MOZ,Nampula,1,-15.172,39.112,130304,ADM1,
SYR,Syria,1,34.815,38.427,128023,AM0,
PSE,Gaza Strip,1,31.433,34.378,127669,ADM1,
COD,Sange,1,-3.06,29.173,126000,ADM3,
IND,Baramula,1,34.178,74.336,125000,ADM2,
VNM,Khanh Hoa province,6,12.196,108.995,121491,ADM1,Mixed disasters
COD,Rutshuru,0,-1.187,29.446,118781,ADM2,
CHN,Wenzhou City,6,27.882,120.355,117875,ADM3,Typhoon/Hurricane/Cyclone
LKA,Kandy District,6,7.214,80.64,116969,ADM2,Typhoon/Hurricane/Cyclone
COD,Beni,1,0.494,29.465,116221,ADM2,
IND,Andhra Pradesh,6,15.893,79.777,116000,ADM2,Typhoon/Hurricane/Cyclone
CHN,Hunan Province,6,28.0,112.01,112000,ADM1,Flood
IND,Uttar Pradesh,6,27.144,80.774,110349,ADM1,Flood
COD,Lubero,1,-0.065,28.771,109552,ADM2,
SSD,Western Equatoria,1,5.558,29.099,109160,ADM1,
COD,Kinshasa,6,-4.479,15.783,106385,ADM1,Flood
COD,Masisi,1,-1.397,28.817,105000,ADM3,
CHN,Beijing,6,40.251,116.628,104000,ADM1,Flood
COD,Mwenga,1,-3.041,28.432,100364,ADM2,
USA,Washington,6,47.275,-120.696,100000,ADM1,Flood
COD,Djugu,0,1.915,30.504,100000,ADM3,
TUR,Istanbul,6,41.01,28.965,100000,ADM3,Earthquake
UKR,Donetsk Oblast,1,47.961,37.834,99932,ADM1,
COD,Kibirizi,1,-0.908,29.203,96500,ADM3,
ETH,Afar Region,6,11.693,40.878,96347,ADM1,Earthquake
VNM,Quang Ngai province,6,14.964,108.664,94514,ADM1,Typhoon/Hurricane/Cyclone
COD,Lubutu,1,-0.74,26.582,94500,ADM2,
ECU,Ecuador,2,-1.777,-78.504,92730,AM0,
CHN,Rongjiang County,6,26.038,108.478,92574,ADM2,Flood
COD,Djugu,1,1.915,30.504,92100,ADM2,
SDN,West Kurdufan,1,11.752,28.205,90417,ADM1,
SSD,Fangak,6,9.067,30.88,89106,ADM3,Flood
THA,Si Sa Ket Province,1,14.953,104.334,87406,ADM1,
COD,Fizi,1,-4.27,28.881,86254,ADM2,
COD,Walungu,0,-2.624,28.673,86000,ADM3,
BGD,Feni District,6,23.017,91.408,83694,ADM2,Flood
LKA,Nuwara Eliya District,6,7.012,80.757,82505,ADM2,Landslide/Wet mass movement
TCD,Mandoul,6,8.728,17.584,80145,ADM1,Flood
IND,Mathnashipur,6,23.124,87.983,80000,ADM1,Erosion
ETH,Borena,1,5.047,38.369,79991,ADM2,
HTI,Département du Nord,2,19.567,-72.218,78919,ADM1,
IDN,West Sumatra,6,-0.583,100.613,77918,ADM1,Typhoon/Hurricane/Cyclone
COD,Kayna,0,-0.609,29.173,77550,ADM3,
ETH,Dawa,1,4.316,40.768,77260,ADM2,
COD,Masisi,0,-1.397,28.817,77000,ADM2,
COD,Kalehe,1,-2.052,28.535,76849,ADM2,
PHL,Cordillera Administrative Region,6,17.36,121.075,74672,ADM1,Typhoon/Hurricane/Cyclone
COD,Kalemie,1,-5.946,29.197,74042,ADM2,
SDN,North Kordofan State,1,14.417,29.468,73624,ADM1,
IND,Bihar,6,25.901,86.119,72830,ADM1,Flood
COD,Mwenga,1,-3.393,28.311,72000,ADM2,
MDG,Atsimo-Andrefana,6,-23.091,44.401,71870,ADM1,Typhoon/Hurricane/Cyclone
COD,Butembo,0,0.125,29.289,71000,ADM2,
COD,Fizi,2,-4.27,28.881,70847,ADM2,
SDN,West Darfur State,1,13.512,22.691,70230,ADM1,
COD,Rutshuru,1,-0.962,29.326,69193,ADM2,
IND,Odisha,6,20.191,84.702,68490,ADM2,Flood
YEM,Hajjah Governorate,6,16.091,42.827,67235,ADM1,Flood
MMR,Mandalay Region,6,20.987,95.766,66310,ADM1,Earthquake
HTI,Département de la Grande-Anse,2,18.516,-74.099,64983,ADM1,
SDN,Central Darfur,1,12.123,23.347,64647,ADM1,
USA,Milwaukee,6,43.039,-87.909,64565,ADM3,Flood
MEX,Veracruz,6,19.804,-96.876,64238,ADM1,Flood
COD,Manono,0,-7.298,27.397,62950,ADM2,
KHM,Siem Reap,1,13.315,103.805,61907,ADM1,
VNM,Đắk Lắk province,6,12.789,108.415,61661,ADM1,Mixed disasters
COD,Kalemie,0,-5.946,29.197,61255,ADM2,
PAK,Khyber Pakhtunkhwa,1,34.081,72.445,61200,ADM2,
SSD,Old Fangak,1,9.067,30.88,61174,ADM3,
SLV,El Salvador,2,13.713,-88.941,60546,AM0,
MMR,Kayin State,6,17.186,97.75,60000,ADM1,Typhoon/Hurricane/Cyclone
COD,Masisi,1,-1.371,28.882,58246,ADM2,
NGA,Borno,1,11.872,13.435,57497,ADM1,
IND,Assam,6,26.054,90.753,56802,ADM1,Flood
SSD,Twic East,6,7.4,32.067,56738,ADM3,Flood
COD,Makobola,0,-3.553,29.148,56000,ADM3,
THA,Surin Province,1,14.907,103.67,55898,ADM1,
COD,Kindu,6,-2.949,25.918,55564,ADM2,Flood
COD,Beni,1,0.362,29.477,55010,ADM2,
LKA,Kegalle District,6,7.113,80.322,54699,ADM2,Dry mass movement
IDN,North Sumatra,6,2.192,99.381,53523,ADM1,Typhoon/Hurricane/Cyclone
SOM,Xudun District,6,9.142,47.507,53278,ADM2,Drought
COD,Pangi,0,-3.136,26.602,52800,ADM2,
YEM,Aden Governorate,6,12.686,44.828,52437,ADM1,Flood
NGA,Akwa Ibom,6,5.01,7.805,51058,ADM1,Flood
SSD,Panyijar,6,7.539,30.276,50490,ADM3,Flood
HTI,Département du Sud-Est,2,18.219,-72.781,50051,ADM1,
COD,Katanga,1,-1.235,28.093,50000,ADM3,
TUR,Izmir,7,38.606,26.744,50000,ADM1,Wildfire
COD,Kalehe,0,-2.052,28.569,49638,ADM2,
SSD,Pibor,6,6.799,33.132,49596,ADM3,Flood
LKA,Badulla District,6,7.084,81.089,49091,ADM2,Typhoon/Hurricane/Cyclone
COD,Nyabiondo,1,-1.312,28.731,48570,ADM3,
SYR,Aleppo,1,36.153,37.411,48327,ADM1,
COD,Bagata,2,-4.804,18.749,45624,ADM2,
COD,Mambasa,1,1.535,28.758,45191,ADM2,
COD,Djugu,1,1.915,30.504,45000,ADM3,
IND,Maharashtra,6,18.819,75.259,44723,ADM2,Flood
MDG,Androy,6,-24.686,45.526,44457,ADM1,Typhoon/Hurricane/Cyclone
SSD,Ayod,6,8.124,31.412,44333,ADM3,Flood
COD,Kabamba,0,-2.18,28.858,44000,ADM3,
CHN,Hebei Province,6,39.0,116.0,44000,ADM1,Flood
COD,Ubundu,1,-0.358,25.432,43985,ADM2,
COD,Nzibira,1,-2.675,28.506,43500,ADM3,
COD,Bagata,2,-3.726,17.952,43000,ADM2,
COD,Kisangani,1,0.518,25.206,42435,ADM2,
VNM,Ha Tinh Province,6,18.458,105.707,42044,ADM1,Typhoon/Hurricane/Cyclone
NGA,Benue,2,7.298,8.835,41570,ADM1,
COD,Irumu,1,1.27,30.017,41143,ADM2,
COD,Mirangi,0,-0.893,29.1,41102,ADM3,
COD,Bwito,1,-0.987,29.133,41091,ADM3,
CHN,Jiangmen City,6,22.157,112.566,41000,ADM3,Typhoon/Hurricane/Cyclone
LKA,Puttalam District,6,7.984,79.83,40822,ADM2,Typhoon/Hurricane/Cyclone
COD,Malemba-Nkulu,2,-8.041,26.791,40413,ADM2,
BRA,Erechim,6,-27.677,-52.256,40268,ADM2,Dry mass movement
COD,Mwenga,2,-3.041,28.432,39664,ADM2,
LKA,Mannar District,6,8.88,79.974,39596,ADM2,Typhoon/Hurricane/Cyclone
KHM,Oddar Meanchey,1,14.159,103.783,39546,ADM1,
SDN,River Nile State,1,17.998,34.056,39495,ADM1,
SSD,Panyijar,0,7.539,30.276,39000,ADM3,
SSD,Panyijar,1,7.539,30.276,39000,ADM3,
SOM,Xarardheere,6,4.792,47.835,39000,ADM2,Drought
ECU,Ecuador,1,-1.777,-78.504,38840,AM0,
SOM,Laas Caanood,6,8.438,47.636,38130,ADM2,Drought
ETH,Zone 3,6,10.024,40.653,37330,ADM2,Flood
CAF,Bangui,1,4.378,18.554,37313,ADM1,
SSD,Ibba,1,5.991,28.497,37041,?,
COD,Nundu,1,-3.825,29.083,37000,?,
PHL,Bangsamoro Autonomous Region in Muslim Minda,6,5.851,120.028,36889,ADM1,Typhoon/Hurricane/Cyclone
PSE,Jenin Refugee Camp,1,32.46,35.288,36853,?,
JPN,Hokkaidō Prefecture,6,43.434,142.951,36711,ADM1,Flood
COD,Nizi,1,1.768,30.287,36707,ADM3,
PHL,Davao Region,6,6.611,125.43,36699,ADM1,Flood
USA,Altadena,7,34.19,-118.131,36684,ADM3,Wildfire
COD,Katana centre,0,-2.225,28.832,36102,ADM3,
BFA,Djibasso,1,13.124,-4.159,36033,ADM3,
SSD,Mayendit,6,8.144,30.003,35987,ADM3,Flood
UKR,Dnipropetrovsk Oblast,1,48.324,35.166,35003,ADM1,
SOM,Jowhar,6,2.993,45.568,34916,ADM2,Drought
SOM,Ceel Afweyn,6,10.148,46.689,34615,ADM2,Drought
SOM,Bulo Burto,0,3.9,45.532,34374,ADM2,
BFA,Di,1,13.164,-3.398,33265,ADM3,
COD,Moba,2,-7.045,29.781,33000,ADM2,
CAN,Manitoba,7,54.498,-97.226,32700,ADM1,Wildfire
COD,Kikwit,0,-5.061,18.809,32579,ADM2,
KHM,Preah Vihear,1,13.746,104.974,32558,ADM1,
COD,Lunyasenge,1,-0.296,29.294,32000,ADM3,
CHN,Congjiang County,6,25.674,108.722,32000,ADM2,Flood
COD,Mahagi,1,2.337,30.581,31867,ADM2,
COD,Uvira,0,-3.198,29.007,31860,ADM2,
CHN,Sanya City,6,18.387,109.385,31843,ADM3,Typhoon/Hurricane/Cyclone
COD,Irumu,0,1.27,30.017,31616,ADM2,
COD,Bagata,0,-4.804,18.749,31300,ADM2,
COD,Irumu,1,1.453,29.875,31200,ADM3,
COD,Bandundu,6,-3.316,17.445,31197,ADM2,Flood
COD,Ramba,1,-1.983,28.714,31000,ADM3,
SSD,Ulang,1,8.718,32.726,30830,ADM3,
DOM,Dominican Republic,6,19.281,-70.036,30808,AM0,Flood
KOR,Uiseong-gun,7,36.361,128.592,30553,ADM2,Wildfire
VNM,Nghe An province,6,19.274,104.877,30519,ADM1,Typhoon/Hurricane/Cyclone
COD,Bulwa,1,-1.46,28.76,30000,ADM3,
VNM,Thanh Hoa province,6,19.896,105.602,29921,ADM1,Typhoon/Hurricane/Cyclone
BFA,Kassoum,1,13.118,-3.251,29347,ADM2,
CHN,Sichuan Province,6,30.5,102.5,29142,ADM1,Flood
YEM,Hajjah Governorate,1,16.091,42.827,28623,ADM1,
ETH,Shebelle,6,6.334,42.391,27996,?,Flood
SDN,Northern State,1,19.0,30.0,27883,ADM1,
SYR,As Suwayda,1,32.709,36.569,27749,ADM3,
COD,Kalehe,1,-2.107,28.919,27700,ADM3,
NER,Chétimari,1,13.185,12.424,27191,ADM3,
COD,Bukavu,1,-2.51,28.834,27000,ADM2,
COD,Bukama,0,-8.854,26.118,26892,ADM2,
COD,Walungu,0,-2.771,28.6,26700,ADM2,
SOM,Qandala,0,11.472,49.873,26134,ADM2,
LKA,Matale District,6,7.698,80.661,26127,ADM2,Typhoon/Hurricane/Cyclone
USA,Pasadena,7,34.148,-118.144,26081,ADM3,Wildfire
COD,Lubero,1,-0.159,29.239,25850,ADM3,
ETH,Gambela,6,8.247,34.588,25634,ADM3,Flood
THA,Buri Ram Province,1,14.611,102.645,25550,ADM1,
SSD,Pigi,6,9.337,31.408,25500,ADM3,Flood
SOM,Jamaame,0,0.07,42.745,25443,ADM2,
YEM,Al Hudaydah Governorate,6,14.638,43.085,25382,ADM1,Flood
VNM,Da Nang,6,16.126,108.219,25039,ADM1,Typhoon/Hurricane/Cyclone
SOM,Belet Xaawo,0,3.436,41.734,24981,ADM2,
COD,Bwahungu,0,-2.754,28.598,24900,ADM3,
COD,Punia,0,-1.703,26.923,24468,ADM2,
ETH,Gambela,1,8.247,34.588,24405,ADM3,
SDN,East Darfur State,1,11.265,26.438,24386,ADM1,
COD,Katoyi,1,-1.656,28.715,24300,ADM3,
SDN,South Darfur State,1,11.408,24.705,24266,ADM1,
SSD,Kediba,1,5.515,30.721,24256,ADM3,
LKA,Gampaha District,6,7.119,79.916,23925,ADM2,Typhoon/Hurricane/Cyclone
COD,Masi Manimba,0,-4.775,17.887,23885,ADM2,
SDN,White Nile State,1,13.606,32.315,23833,ADM1,
SSD,Lakamadi,1,5.668,30.489,23056,ADM3,
MMR,Shan State,6,21.729,98.379,23018,ADM1,Earthquake
SSD,Leer,6,8.308,30.118,23000,?,Flood
COD,Lolwa,1,1.35,29.495,22920,ADM3,
COG,Brazzaville,6,-3.97,15.466,22842,ADM1,Flood
COD,Minova,1,-1.708,29.024,22800,ADM3,
THA,Ubon Ratchathani Province,1,15.188,105.327,22780,ADM1,
SDN,Blue Nile State,1,11.957,34.123,22560,ADM1,
LKA,Trincomalee District,6,8.629,81.201,22414,ADM2,Flood
MDG,Analamanga,6,-18.6,47.513,22110,ADM1,Flood
CHN,Inner Mongolia,6,45.365,118.342,22000,ADM1,Flood
COD,Bwisha,1,-1.088,29.465,22000,ADM3,
COL,Sucre,6,8.814,-74.748,21861,ADM2,Flood
NGA,Katsina,2,12.236,7.512,21826,ADM1,
COD,Uvira,2,-3.407,29.136,21714,ADM3,
COD,Lubutu,0,-0.74,26.582,21680,ADM2,
COD,Kabambare,0,-4.414,27.776,21422,ADM2,
USA,Pacific Palisades,7,34.047,-118.546,21321,ADM3,Wildfire
LKA,Colombo District,6,6.848,79.926,21317,ADM2,Storm
YEM,Ta'izz Governorate,6,13.392,43.7,21175,ADM1,Flood
COD,Kalehe,6,-2.052,28.569,21148,ADM2,Flood
ARG,Partido de Campana,6,-34.163,-58.892,21000,ADM2,Flood
SOM,Qardho,6,9.502,49.508,20717,ADM2,Drought
SDN,Kassala State,1,15.412,35.659,20705,ADM1,
COD,Goma,1,-1.667,29.226,20698,ADM2,
ETH,Oromia Region,6,6.952,40.417,20325,ADM1,Earthquake
MLI,Tombouctou Cercle,1,20.767,-2.947,20219,ADM2,
MLI,Gourma-Rharous Cercle,1,16.103,-1.823,20037,ADM2,
COD,Mwenga,0,-3.041,28.432,20006,ADM2,
COD,Kisangani,2,0.518,25.206,20000,ADM2,
MYT,Mayotte,6,-12.821,45.129,20000,AM0,Typhoon/Hurricane/Cyclone
USA,California,6,37.27,-120.025,20000,ADM1,Flood
USA,St. Louis,6,38.627,-90.198,19785,ADM3,Storm
SOM,Ceerigaabo,6,10.616,47.368,19687,ADM2,Drought
SOM,Garoowe,6,8.402,48.483,19365,ADM2,Drought
IRQ,Erbil,1,36.377,44.166,19326,ADM1,
SDN,وادي درام,1,13.831,22.815,19175,ADM1,
COD,Kagheri,1,-0.219,29.125,19000,ADM3,
SYR,Homs,1,34.256,38.302,18309,ADM1,
COD,Kaniola,0,-2.594,28.615,18000,ADM3,
CUB,Guantánamo,6,20.11,-75.14,18000,ADM2,Typhoon/Hurricane/Cyclone
CHN,Xianfeng County,6,29.688,109.051,18000,ADM2,Flood
SYR,Al-Hasakah,1,36.436,40.579,17797,ADM1,
MDG,Menabe,6,-20.036,45.131,17730,ADM1,Flood
CMR,Logone-et-Chari,1,12.041,14.84,17728,ADM2,
COD,Buhavu (chefferie),1,-2.052,28.367,17500,ADM3,
NGA,Imo,6,5.566,7.033,17454,ADM1,Flood
BFA,Yondé,1,11.451,0.219,17386,ADM2,
IND,Punjab,6,31.03,75.579,17163,ADM1,Flood
ETH,Zone 2,1,13.486,40.589,17154,ADM2,
KOR,Seoul,6,37.565,126.939,17056,ADM1,Flood
COD,Shabunda,2,-3.009,27.47,17051,ADM2,
COD,Manono,2,-7.298,27.397,17000,ADM2,
SSD,Tambura,6,5.61,27.469,17000,ADM3,Flood
BFA,Titao,1,13.767,-2.067,16855,ADM3,
SSD,Aweil,6,8.768,27.398,16820,ADM3,Flood
SDN,South Kordofan State,1,11.226,30.914,16776,ADM1,
COD,Luntukulu,1,-2.73,28.475,16606,ADM3,
UKR,Kharkiv Oblast,1,49.496,36.664,16508,ADM1,
COD,Fizi,6,-4.27,28.881,16400,ADM2,Flood
HTI,Département des Nippes,2,18.405,-73.319,16373,ADM1,
SSD,Western Equatoria,0,5.558,29.099,16300,ADM1,
BFA,Diabo,1,12.017,-0.033,16250,ADM3,
COD,Kabanga,2,-5.814,29.133,16239,ADM3,
SOM,Cadale,0,3.091,46.264,16174,ADM2,
IND,Karnataka,6,15.021,75.536,16117,ADM2,Flood
SYR,Hama,1,35.299,37.272,16071,ADM1,
SSD,Kajo Keji,1,3.887,31.669,16034,ADM2,
COD,Kashuga,1,-1.055,28.99,16000,ADM3,
COD,Vuyinga,1,0.06,29.051,16000,ADM3,
ZAF,O.R. Tambo District Municipality,6,-31.444,29.086,15873,ADM2,Flood
SSD,Mvolo,6,6.06,29.952,15780,ADM3,Flood
TWN,Hualien County,6,23.734,121.395,15776,ADM2,Typhoon/Hurricane/Cyclone
LKA,Anuradhapura District,6,8.368,80.44,15612,ADM2,Flood
COD,Mabukulu,1,1.345,29.216,15600,ADM3,
CHN,Chongqing,6,30.182,107.867,15550,ADM1,Flood
COD,Kailo,6,-2.504,25.686,15510,ADM2,Flood
SSD,Tambura,1,5.605,27.472,15426,ADM3,
NGA,Sokoto,2,12.709,5.216,15406,ADM1,
ETH,Dawa,1,4.316,40.768,15300,?,
SSD,Nasir,1,8.623,33.07,15140,ADM3,
IND,Tripura,6,23.734,91.556,15061,ADM1,Flood
PAK,Torkham,1,34.121,71.102,15000,ADM3,
CAN,Saskatchewan,7,54.476,-105.927,15000,ADM1,Wildfire
PAK,Kurram Agency,1,33.75,70.333,15000,ADM2,
COD,Nyampala,1,1.818,30.435,14900,ADM3,
PHL,Shariff Aguak,1,6.861,124.445,14820,ADM3,
COD,Kibua,1,-1.234,28.416,14802,ADM3,
VNM,Lam Dong province,6,11.694,108.153,14766,ADM1,Flood
ETH,Amhara,1,11.248,38.314,14763,ADM1,
GTM,Comapa,6,14.12,-89.897,14725,ADM2,Earthquake
COD,Shabunda,1,-2.994,27.47,14672,ADM2,
SSD,Koch,6,8.593,29.996,14538,ADM3,Flood
IDN,Flores Timur,6,-8.687,122.307,14444,ADM2,Volcanic activity
VNM,Quang Tri province,6,16.832,107.006,14354,ADM1,Typhoon/Hurricane/Cyclone
PAK,Khyber Pakhtunkhwa,6,34.5,72.0,14317,ADM1,Flood
COD,Walungu,2,-2.771,28.6,14226,ADM2,
CMR,Mayo-Tsanaga,1,10.607,13.803,14188,ADM2,
PAK,Balochistan,6,28.0,66.0,14144,ADM1,Flood
PSE,Gaza Strip,1,31.462,34.275,14120,ADM2,
IDN,Labuha,6,-0.633,127.483,14067,ADM2,Flood
SYR,Latakia,1,35.579,35.984,13883,ADM1,
ETH,West Shewa,6,9.102,37.857,13827,ADM2,Flood
NGA,Garha,1,10.4,12.89,13734,ADM3,
KEN,Kwale,6,-4.184,39.105,13688,ADM1,Flood
ETH,East Wellega,1,9.428,37.043,13463,ADM2,
LKA,Polonnaruwa District,6,7.996,81.049,13452,ADM2,Flood
COD,Popokabaka,0,-5.693,16.584,13450,ADM2,
IDN,Cikarang,6,-6.259,107.146,13413,ADM2,Flood
SSD,Abiemnom,2,9.4,28.828,13399,ADM3,
COD,Walikale,1,-1.073,27.978,13262,ADM2,
COD,Mwenga,0,-3.393,28.311,13200,ADM2,
COD,Idjwi,1,-2.042,29.068,13182,ADM2,
JPN,Miyagi Prefecture,6,38.388,141.235,13166,ADM1,Tsunami
COD,Kaziba (chefferie),1,-2.89,28.83,13000,ADM3,
COD,Moba,0,-7.045,29.781,13000,ADM2,
COD,Punia,6,-1.703,26.923,12900,ADM2,Flood
COD,Pweto,2,-8.474,28.899,12781,ADM2,
BHS,Freetown,6,26.612,-78.357,12723,ADM3,Typhoon/Hurricane/Cyclone
CHN,Jizhou,6,40.044,117.419,12657,ADM3,Flood
MLI,Bandiagara Cercle,1,14.4,-3.647,12606,ADM2,
TCD,Logone Occidental,2,8.761,15.934,12500,ADM1,
ZAF,eThekwini Metropolitan Municipality,6,-29.885,30.838,12351,ADM2,Flood
HTI,Nord-Est Department,2,19.497,-71.891,12344,ADM1,
YEM,Hadramaut Governorate,6,17.369,49.256,12264,ADM1,Flood
IND,Manipur,6,24.763,93.865,12208,ADM1,Flood
MMR,Sagaing,6,24.472,95.465,12156,ADM1,Earthquake
ETH,Metekel,1,11.001,35.803,12134,ADM2,
COD,Kalemie,6,-5.946,29.197,12125,ADM2,Flood
SSD,Wunlit,1,6.877,31.307,12102,ADM3,
YEM,Ad Dali' Governorate,6,13.894,44.783,12061,ADM1,Flood
BFA,Gorom-Gorom,1,14.517,-0.298,12047,ADM3,
COD,Kilicha,1,-4.508,28.735,12000,ADM3,
COD,Lulenge,0,-4.027,28.271,12000,ADM3,
SYR,Idlib,1,35.856,36.571,11924,ADM1,
COD,Bunyakiri,1,-2.003,29.086,11884,ADM3,
COD,Malemba-Nkulu,0,-8.041,26.791,11873,ADM2,
COD,Kenge,0,-4.806,17.039,11761,ADM2,
KHM,Stung Treng,6,13.852,106.089,11751,ADM1,Flood
PHL,Tipo-Tipo,1,6.518,122.249,11740,ADM3,
NGA,Zamfara,2,12.023,6.014,11721,ADM1,
LBN,Tyre District,1,33.213,35.289,11711,ADM2,
CAF,Sido,1,7.303,16.995,11687,ADM2,
ETH,Liben,1,4.544,40.712,11684,ADM2,
NER,Boudouri,1,13.269,12.49,11628,ADM3,
MWI,Chikwawa,6,-16.215,34.723,11556,ADM1,Flood
NER,N’Guigmi,1,15.897,13.274,11552,ADM2,
LKA,Kurunegala District,6,7.726,80.257,11489,ADM2,Typhoon/Hurricane/Cyclone
AGO,Zaire,6,-6.846,13.31,11434,ADM1,Flood
SSD,Magwi,2,4.13,32.299,11429,ADM3,
KEN,Trans Nzoia,6,1.045,34.979,11250,ADM1,Flood
PER,Sarayacu,6,-6.397,-75.218,11206,ADM3,Erosion
COD,Kongolo,2,-5.386,26.999,11100,ADM2,
NGA,Gebe B,2,13.174,6.592,11046,ADM3,
COD,Kalingi,0,-3.897,28.783,11000,ADM3,
COD,Aru,2,2.859,30.824,11000,ADM3,
COD,Kabare,0,-2.409,28.75,10950,ADM2,
MYS,Kuantan,6,3.82,103.329,10837,ADM3,Flood
YEM,Marib Governorate,6,15.333,45.452,10794,ADM1,Flood
BRA,Belém,6,-1.241,-48.46,10754,ADM2,Storm
IND,Madhya Pradesh,6,23.972,79.39,10734,ADM2,Flood
