iso3,adm_1,code_id,events,deaths,lat,lon,conflicts,share
AFG,Panjsher province,4,30,79,35.330074100000004,69.62327933333333,Government of Afghanistan - Civilians,0.08531317494600432
AFG,Parwan province,1,402,4257,35.01083399751244,69.08724343781094,Afghanistan: Government; Afghanistan: Islamic State; United States of America: Government,0.9847328244274809
AFG,Parwan province,2,2,9,35.02245,68.868185,Hizb-i Islami-yi Afghanistan - Jam'iyyat-i Islami-yi Afghanistan; Jam'iyyat-i Islami-yi Afghanistan - Shura-yi Nazar-i Shomali,0.002081887578070784
AFG,Parwan province,4,14,20,35.03945528571428,69.12554257142857,Government of Afghanistan - Civilians,0.004626416840157298
AFG,Parwan province,5,19,37,35.039242,69.02458515789473,IS - Civilians; Taleban - Civilians,0.008558871154291001
AFG,Samangan province,1,289,2839,36.013348391003454,67.6160822283737,"Afghanistan - United Kingdom, United States of America; Afghanistan: Government; Afghanistan: Islamic State",0.9604194857916103
AFG,Samangan province,2,11,44,35.93564463636364,67.35369172727273,Jam'iyyat-i Islami-yi Afghanistan - Junbish-i Milli-yi Islami,0.014884979702300407
AFG,Samangan province,4,5,34,35.853009199999995,67.90032620000001,Government of Afghanistan - Civilians,0.011502029769959404
AFG,Samangan province,5,9,39,36.12427033333333,67.77977377777778,IS - Civilians; Taleban - Civilians,0.013193504736129905
AFG,Sari Pul province,1,507,3300,35.98636334516765,66.09600963313609,Afghanistan: Government; Afghanistan: Islamic State,0.8933405522468868
AFG,Sari Pul province,2,17,148,35.80933517647059,66.17277623529412,Forces of Sayed Mansur Naderi - Hizb-i Islami-yi Afghanistan; Hizb-i Wahdat - Hizb-i Wahdat - Akbari faction; IS - Taleban,0.04006497022198159
AFG,Sari Pul province,4,14,155,35.82358278571429,66.373784,Government of Afghanistan - Civilians,0.04195993502977802
AFG,Sari Pul province,5,28,91,36.01018164285715,66.11126403571429,IS - Civilians; Taleban - Civilians,0.024634542501353548
AFG,Takhar province,1,817,8996,36.8829570122399,69.55430923500613,Afghanistan: Government; Afghanistan: Islamic State; Tajikistan: Government,0.9788900979325353
AFG,Takhar province,2,4,53,36.66004625,69.72416575,Hizb-i Islami-yi Afghanistan - Jam'iyyat-i Islami-yi Afghanistan,0.005767138193688792
AFG,Takhar province,4,39,87,36.891850230769236,69.61009538461539,Government of Afghanistan - Civilians; Government of Tajikistan - Civilians,0.009466811751904244
AFG,Takhar province,5,28,54,36.97897235714286,69.56564446428571,IS - Civilians; Taleban - Civilians,0.0058759521218716
AFG,Uruzgan province,1,1605,11371,32.768452466666666,65.91196300436137,"Afghanistan - United Kingdom, United States of America; Afghanistan: Government; Afghanistan: Islamic State",0.9852699072870635
AFG,Uruzgan province,2,2,32,32.998891,65.765775,Forces of Abdul Rahman Khan  - Forces of Amanullah; IS - Taleban,0.0027727233341998093
AFG,Uruzgan province,4,8,3,32.796438875,66.10732475,Government of Afghanistan - Civilians,0.0002599428125812321
AFG,Uruzgan province,5,48,135,32.74434639583333,65.91110470833333,Taleban - Civilians,0.011697426566155446
AFG,Wardak province,1,982,5193,34.17942318533605,68.47133033910387,Afghanistan: Government; Afghanistan: Islamic State; United States of America: Government,0.9593571032699058
AFG,Wardak province,2,26,171,34.33944753846154,68.72050526923077,Hizb-i Islami-yi Afghanistan - Taleban; Hizb-i Wahdat - Hizb-i Wahdat - Akbari faction; Taleban - Ali Dad faction - Taleban - Mola Khel faction,0.03159061518566414
AFG,Wardak province,4,4,16,34.332121,68.314261,Government of Afghanistan - Civilians,0.002955847034915943
AFG,Wardak province,5,25,33,34.19730064,68.66182032,IS - Civilians; Taleban - Civilians,0.006096434509514133
AFG,Zabul province,1,1510,8346,32.24393046754967,67.08686373576158,Afghanistan - Pakistan; Afghanistan: Government; Afghanistan: Islamic State,0.9365952193917629
AFG,Zabul province,2,13,388,32.619189846153844,67.06066830769231,"High Council of Afghanistan Islamic Emirate, IS - Taleban; IS - Taleban; Taleban - High Council of Afghanistan Islamic Emirate",0.04354169004601055
AFG,Zabul province,4,5,73,32.290957199999994,67.1571758,Government of Afghanistan - Civilians,0.00819212209628549
AFG,Zabul province,5,41,104,32.2810007804878,67.16714151219512,IS - Civilians; Taleban - Civilians,0.011670968465940972
AGO,Bengo province,1,55,340,-8.70878309090909,13.9330514,Angola: Government,0.5304212168486739
AGO,Bengo province,4,3,0,-8.816667,14.061110999999999,Government of Angola - Civilians,0.0
AGO,Bengo province,5,10,301,-8.872666800000001,13.842833200000001,UNITA - Civilians,0.46957878315132606
AGO,Benguela province,1,99,2420,-12.854884545454546,14.118784676767676,Angola: Government,0.9142425387230827
AGO,Benguela province,4,3,0,-12.799999999999999,14.272222333333334,Government of Angola - Civilians,0.0
AGO,Benguela province,5,39,227,-12.807878461538463,13.921676692307692,UNITA - Civilians,0.08575746127691726
AGO,Bie province,1,228,5788,-12.387572956140351,17.070760210526316,Angola: Government,0.9603451136552181
AGO,Bie province,4,4,0,-12.82083325,16.8916665,Government of Angola - Civilians,0.0
AGO,Bie province,5,45,239,-12.355566222222222,17.01490888888889,UNITA - Civilians,0.039654886344781815
AGO,Cabinda province,1,302,776,-4.941655887417218,12.53796388410596,Angola: Cabinda; Angola: Government,0.8326180257510729
AGO,Cabinda province,4,69,156,-4.931812608695652,12.560288855072464,Government of Angola - Civilians,0.16738197424892703
AGO,Cuando Cubango province,1,94,2035,-15.673898202127658,19.2971495,Angola: Government,0.9893048128342246
AGO,Cuando Cubango province,5,2,22,-15.3333335,18.85,UNITA - Civilians,0.0106951871657754
AGO,Cuanza Norte province,1,66,635,-9.01707984848485,14.841244015151515,Angola: Government,0.7383720930232558
AGO,Cuanza Norte province,4,1,0,-8.833333,14.5,Government of Angola - Civilians,0.0
